1,0.289655,0.679724,0.000000
2,0.309819,0.456790,0.000000
3,0.296591,0.531641,0.000000
4,0.354115,0.586321,0.000000
5,0.320637,0.630504,0.000000
6,0.204834,0.444615,0.000000
7,0.344436,0.442347,0.000000
8,0.150143,0.424232,0.000000
9,0.280566,0.495353,0.000000
10,0.162586,0.505122,0.000000
11,0.154203,0.624365,0.000000
12,0.244347,0.535590,0.000000
13,0.279643,0.375310,0.000000
14,0.337406,0.632436,0.000000
15,0.216307,0.572663,0.000000
16,0.244607,0.380176,0.000000
17,0.216374,0.542601,0.000000
18,0.196304,0.447840,0.000000
19,0.260191,0.498174,0.000000
20,0.246714,0.442125,0.000000
21,0.341190,0.627908,0.000000
22,0.138475,0.540835,0.000000
23,0.336215,0.504400,0.000000
24,0.229087,0.687784,0.000000
25,0.189895,0.685963,0.000000
26,0.225720,0.463216,0.000000
27,0.192153,0.439722,0.000000
28,0.267356,0.617385,0.000000
29,0.209029,0.463515,0.000000
30,0.205157,0.707687,0.000000
31,0.134322,0.447163,0.000000
32,0.185135,0.461095,0.000000
33,0.316445,0.542575,0.000000
34,0.265566,0.407332,0.000000
35,0.248830,0.721081,0.000000
36,0.173803,0.649709,0.000000
37,0.317958,0.575406,0.000000
38,0.165568,0.592840,0.000000
39,0.180498,0.656662,0.000000
40,0.168746,0.565354,0.000000
41,0.223628,0.619384,0.000000
42,0.216922,0.449458,0.000000
43,0.201243,0.430593,0.000000
44,0.125292,0.569095,0.000000
45,0.141822,0.569800,0.000000
46,0.112638,0.572283,0.000000
47,0.231751,0.703648,0.000000
48,0.283170,0.377381,0.000000
49,0.231347,0.677780,0.000000
50,0.290299,0.632731,0.000000
51,0.182284,0.395752,0.000000
52,0.323689,0.561109,0.000000
53,0.268447,0.482873,0.000000
54,0.208244,0.652981,0.000000
55,0.332296,0.658072,0.000000
56,0.309877,0.669494,0.000000
57,0.132734,0.445640,0.000000
58,0.363078,0.457270,0.000000
59,0.204268,0.641175,0.000000
60,0.372551,0.531017,0.000000
61,0.312816,0.414596,0.000000
62,0.172267,0.522637,0.000000
63,0.287496,0.648108,0.000000
64,0.236122,0.449682,0.000000
65,0.220770,0.440610,0.000000
66,0.220773,0.428237,0.000000
67,0.332783,0.484857,0.000000
68,0.229596,0.545972,0.000000
69,0.246510,0.374770,0.000000
70,0.191968,0.708740,0.000000
71,0.291140,0.471651,0.000000
72,0.137303,0.654798,0.000000
73,0.325664,0.486217,0.000000
74,0.190318,0.525732,0.000000
75,0.273717,0.494225,0.000000
76,0.245146,0.453724,0.000000
77,0.167070,0.673934,0.000000
78,0.234509,0.402359,0.000000
79,0.362634,0.511941,0.000000
80,0.314143,0.495862,0.000000
81,0.249431,0.672704,0.000000
82,0.208842,0.631801,0.000000
83,0.212505,0.413706,0.000000
84,0.229553,0.553783,0.000000
85,0.256297,0.445266,0.000000
86,0.283102,0.374547,0.000000
87,0.234571,0.361842,0.000000
88,0.224009,0.688824,0.000000
89,0.311660,0.597014,0.000000
90,0.211749,0.649406,0.000000
91,0.242521,0.631581,0.000000
92,0.224701,0.447412,0.000000
93,0.127945,0.546586,0.000000
94,0.367159,0.518947,0.000000
95,0.308126,0.505601,0.000000
96,0.335864,0.471429,0.000000
97,0.313634,0.632915,0.000000
98,0.205685,0.641379,0.000000
99,0.164043,0.649313,0.000000
100,0.354975,0.606506,0.000000
101,0.263199,0.634782,0.000000
102,0.347170,0.646347,0.000000
103,0.125686,0.552799,0.000000
104,0.252394,0.505686,0.000000
105,0.336587,0.582605,0.000000
106,0.114980,0.579141,0.000000
107,0.333285,0.573807,0.000000
108,0.282998,0.565930,0.000000
109,0.167331,0.481415,0.000000
110,0.325648,0.564412,0.000000
111,0.191883,0.383715,0.000000
112,0.339808,0.613082,0.000000
113,0.252246,0.394998,0.000000
114,0.248949,0.701626,0.000000
115,0.162259,0.555982,0.000000
116,0.204605,0.375005,0.000000
117,0.316271,0.590972,0.000000
118,0.155638,0.422895,0.000000
119,0.178202,0.571212,0.000000
120,0.136791,0.466739,0.000000
121,0.144246,0.626949,0.000000
122,0.175680,0.604594,0.000000
123,0.269280,0.486601,0.000000
124,0.204644,0.691354,0.000000
125,0.225957,0.629402,0.000000
126,0.193894,0.504196,0.000000
127,0.250545,0.523484,0.000000
128,0.139631,0.499086,0.000000
129,0.356236,0.485027,0.000000
130,0.334430,0.477147,0.000000
131,0.123437,0.548920,0.000000
132,0.185617,0.454018,0.000000
133,0.200688,0.428090,0.000000
134,0.238471,0.592556,0.000000
135,0.337020,0.540031,0.000000
136,0.160171,0.521799,0.000000
137,0.286322,0.651930,0.000000
138,0.213484,0.672117,0.000000
139,0.206309,0.689271,0.000000
140,0.280174,0.392959,0.000000
141,0.296861,0.446972,0.000000
142,0.349153,0.630117,0.000000
143,0.320232,0.607320,0.000000
144,0.274501,0.660195,0.000000
145,0.181704,0.541346,0.000000
146,0.154801,0.673029,0.000000
147,0.322194,0.459174,0.000000
148,0.271093,0.683789,0.000000
149,0.214896,0.549390,0.000000
150,0.320779,0.485508,0.000000
151,0.193540,0.419595,0.000000
152,0.255367,0.519872,0.000000
153,0.138732,0.579001,0.000000
154,0.212483,0.697391,0.000000
155,0.378437,0.538984,0.000000
156,0.195477,0.458174,0.000000
157,0.325151,0.635386,0.000000
158,0.118850,0.558177,0.000000
159,0.149867,0.666868,0.000000
160,0.312465,0.591287,0.000000
161,0.125212,0.577393,0.000000
162,0.336222,0.486143,0.000000
163,0.234894,0.445727,0.000000
164,0.299930,0.414134,0.000000
165,0.294335,0.606629,0.000000
166,0.274770,0.377213,0.000000
167,0.318849,0.605858,0.000000
168,0.227907,0.709539,0.000000
169,0.121503,0.499045,0.000000
170,0.166660,0.483135,0.000000
171,0.255674,0.416628,0.000000
172,0.269900,0.401057,0.000000
173,0.201446,0.647267,0.000000
174,0.231130,0.614918,0.000000
175,0.333381,0.609797,0.000000
176,0.378454,0.546762,0.000000
177,0.143413,0.495029,0.000000
178,0.311414,0.537809,0.000000
179,0.255225,0.478384,0.000000
180,0.279684,0.561255,0.000000
181,0.313149,0.573500,0.000000
182,0.217990,0.605054,0.000000
183,0.157610,0.556157,0.000000
184,0.262650,0.581031,0.000000
185,0.376438,0.516123,0.000000
186,0.198124,0.487118,0.000000
187,0.241587,0.501523,0.000000
188,0.172942,0.564704,0.000000
189,0.182866,0.623467,0.000000
190,0.209422,0.664393,0.000000
191,0.303045,0.419361,0.000000
192,0.309600,0.445857,0.000000
193,0.324403,0.646196,0.000000
194,0.291004,0.387137,0.000000
195,0.240429,0.693337,0.000000
196,0.325708,0.485043,0.000000
197,0.187732,0.429356,0.000000
198,0.343232,0.503669,0.000000
199,0.216011,0.704952,0.000000
200,0.128864,0.629094,0.000000
201,0.248354,0.407322,0.000000
202,0.360927,0.493314,0.000000
203,0.341161,0.611405,0.000000
204,0.169406,0.571451,0.000000
205,0.224427,0.496570,0.000000
206,0.120748,0.493802,0.000000
207,0.256988,0.627543,0.000000
208,0.191999,0.536430,0.000000
209,0.269317,0.700009,0.000000
210,0.193981,0.537514,0.000000
211,0.248751,0.394900,0.000000
212,0.339400,0.421557,0.000000
213,0.228517,0.707512,0.000000
214,0.122389,0.553865,0.000000
215,0.333501,0.670954,0.000000
216,0.345765,0.461250,0.000000
217,0.313115,0.395784,0.000000
218,0.165748,0.581142,0.000000
219,0.311458,0.464298,0.000000
220,0.294348,0.455640,0.000000
221,0.186290,0.492881,0.000000
222,0.289919,0.413505,0.000000
223,0.337333,0.604450,0.000000
224,0.310957,0.533491,0.000000
225,0.109341,0.546643,0.000000
226,0.175445,0.518867,0.000000
227,0.356479,0.613813,0.000000
228,0.278955,0.607453,0.000000
229,0.188916,0.486353,0.000000
230,0.249441,0.371591,0.000000
231,0.304556,0.470923,0.000000
232,0.262648,0.448505,0.000000
233,0.299419,0.569116,0.000000
234,0.262532,0.676265,0.000000
235,0.205880,0.417787,0.000000
236,0.134573,0.443013,0.000000
237,0.142469,0.439731,0.000000
238,0.331971,0.544706,0.000000
239,0.300524,0.438057,0.000000
240,0.277055,0.677504,0.000000
241,0.350150,0.505726,0.000000
242,0.305121,0.434869,0.000000
243,0.114335,0.585086,0.000000
244,0.141908,0.439548,0.000000
245,0.220761,0.393286,0.000000
246,0.233323,0.520626,0.000000
247,0.190239,0.516499,0.000000
248,0.245098,0.595655,0.000000
249,0.290429,0.711365,0.000000
250,0.192586,0.471971,0.000000
251,0.118898,0.522284,0.000000
252,0.184155,0.676664,0.000000
253,0.363799,0.462474,0.000000
254,0.322008,0.433575,0.000000
255,0.244035,0.596274,0.000000
256,0.291837,0.463203,0.000000
257,0.353444,0.459966,0.000000
258,0.219776,0.531071,0.000000
259,0.275910,0.663619,0.000000
260,0.172983,0.684922,0.000000
261,0.262539,0.485537,0.000000
262,0.134359,0.637880,0.000000
263,0.275579,0.577542,0.000000
264,0.125314,0.521838,0.000000
265,0.200507,0.463070,0.000000
266,0.138147,0.443574,0.000000
267,0.144973,0.459511,0.000000
268,0.206066,0.525940,0.000000
269,0.161627,0.506740,0.000000
270,0.333662,0.670620,0.000000
271,0.156906,0.527907,0.000000
272,0.113500,0.538247,0.000000
273,0.293272,0.621587,0.000000
274,0.291361,0.674021,0.000000
275,0.341401,0.554700,0.000000
276,0.304255,0.537685,0.000000
277,0.361154,0.472493,0.000000
278,0.316698,0.518234,0.000000
279,0.241276,0.398938,0.000000
280,0.314580,0.415811,0.000000
281,0.272504,0.626627,0.000000
282,0.216632,0.546912,0.000000
283,0.236509,0.651230,0.000000
284,0.248955,0.679318,0.000000
285,0.199548,0.566283,0.000000
286,0.174811,0.538387,0.000000
287,0.179299,0.585427,0.000000
288,0.371307,0.537122,0.000000
289,0.309287,0.650543,0.000000
290,0.249870,0.430452,0.000000
291,0.178871,0.563127,0.000000
292,0.241633,0.437981,0.000000
293,0.159403,0.603279,0.000000
294,0.249197,0.570866,0.000000
295,0.250036,0.597606,0.000000
296,0.200010,0.584589,0.000000
297,0.283940,0.517096,0.000000
298,0.203601,0.531199,0.000000
299,0.223967,0.609116,0.000000
300,0.151631,0.504430,0.000000
301,0.723812,0.374950,1.000000
302,0.629991,0.603458,1.000000
303,0.713423,0.515298,1.000000
